index,borough,latitude,longitude,year,week,day,hour,1_engine_presence
1872,1,"40,73501","-73,99479000000001",2023,31,0,15,1
1873,1,"40,73501","-73,99479000000001",2023,31,0,15,1
1875,1,"40,73501","-73,99479000000001",2023,42,3,10,1
1876,1,"40,73501","-73,99479000000001",2023,42,3,10,1
1878,1,"40,73501","-73,99479000000001",2023,42,3,10,1
1879,1,"40,73501","-73,99479000000001",2023,42,3,10,1
1883,1,"40,73501","-73,99479000000001",2023,23,4,9,1
1884,1,"40,73501","-73,99479000000001",2023,23,4,9,1
1886,1,"40,73501","-73,99479000000001",2023,23,4,9,1
1887,1,"40,73501","-73,99479000000001",2023,23,4,9,1
1888,1,"40,73501","-73,99479000000001",2023,23,4,9,1
1889,1,"40,73501","-73,99479000000001",2023,23,4,9,1
1891,1,"40,73501","-73,99479000000001",2023,33,0,19,1
1894,1,"40,73501","-73,99479000000001",2023,33,0,19,1
1896,1,"40,73501","-73,99479000000001",2023,33,0,19,1
1904,1,"40,73501","-73,99479000000001",2023,45,2,8,1
1905,1,"40,73501","-73,99479000000001",2023,45,2,8,1
1906,1,"40,73501","-73,99479000000001",2023,45,2,8,1
1908,1,"40,73501","-73,99479000000001",2023,45,2,8,1
1914,1,"40,73501","-73,99479000000001",2023,40,6,18,1
1922,1,"40,73501","-73,99479000000001",2023,28,1,15,1
1928,1,"40,73501","-73,99479000000001",2023,28,1,9,1
1934,1,"40,73501","-73,99479000000001",2023,40,3,9,1
1935,1,"40,73501","-73,99479000000001",2023,40,3,9,1
1938,1,"40,73501","-73,99479000000001",2023,40,3,9,1
1941,1,"40,73501","-73,99479000000001",2023,40,3,9,1
1943,1,"40,73501","-73,99479000000001",2023,28,2,9,1
1944,1,"40,73501","-73,99479000000001",2023,28,2,9,1
1946,1,"40,73501","-73,99479000000001",2023,28,2,9,1
1947,1,"40,73501","-73,99479000000001",2023,28,2,9,1
1949,1,"40,73501","-73,99479000000001",2023,28,2,9,1
1964,1,"40,72947","-73,99589",2023,45,0,18,1
1971,1,"40,72947","-73,99589",2023,47,1,19,1
1977,1,"40,72947","-73,99589",2023,47,1,19,1
2013,1,"40,72947","-73,99589",2023,49,4,14,1
2014,1,"40,72947","-73,99589",2023,49,4,14,1
2016,1,"40,72947","-73,99589",2023,49,4,14,1
2018,1,"40,72947","-73,99589",2023,49,4,14,1
2019,1,"40,72947","-73,99589",2023,49,4,14,1
2033,1,"40,72947","-73,99589",2023,35,4,9,1
2039,1,"40,72947","-73,99589",2023,35,4,9,1
2041,1,"40,72947","-73,99589",2023,28,2,14,1
2045,1,"40,72947","-73,99589",2023,28,2,14,1
2051,1,"40,72947","-73,99589",2023,33,4,11,1
2052,1,"40,72947","-73,99589",2023,33,4,11,1
2059,1,"40,72947","-73,99589",2023,33,4,11,1
2062,1,"40,72947","-73,99589",2023,51,6,12,1
2089,1,"40,72947","-73,99589",2023,23,5,19,1
2091,1,"40,72947","-73,99589",2023,47,2,13,1
2092,1,"40,72947","-73,99589",2023,47,2,13,1
2094,1,"40,72947","-73,99589",2023,47,2,13,1
2095,1,"40,72947","-73,99589",2023,47,2,13,1
2097,1,"40,72947","-73,99589",2023,47,2,13,1
2101,1,"40,72947","-73,99589",2023,41,3,13,1
2106,1,"40,72947","-73,99589",2023,41,3,13,1
2109,1,"40,72947","-73,99589",2023,41,3,13,1
2118,1,"40,72996","-73,99449",2023,20,3,11,1
2121,1,"40,72996","-73,99449",2023,20,3,11,1
2123,1,"40,72996","-73,99449",2023,20,3,11,1
2128,1,"40,72996","-73,99449",2023,48,6,10,1
2133,1,"40,72996","-73,99449",2023,35,1,18,1
2134,1,"40,72996","-73,99449",2023,35,1,18,1
2136,1,"40,72996","-73,99449",2023,35,1,18,1
2137,1,"40,72996","-73,99449",2023,35,1,18,1
2138,1,"40,72996","-73,99449",2023,35,1,18,1
2139,1,"40,72996","-73,99449",2023,35,1,18,1
2147,1,"40,72996","-73,99449",2023,27,0,14,1
2148,1,"40,72996","-73,99449",2023,27,0,14,1
2150,1,"40,72996","-73,99449",2023,27,0,14,1
2152,1,"40,72996","-73,99449",2023,27,0,14,1
2153,1,"40,72996","-73,99449",2023,27,0,14,1
2155,1,"40,72996","-73,99449",2023,34,3,8,1
2158,1,"40,72996","-73,99449",2023,34,3,8,1
2161,1,"40,72996","-73,99449",2023,34,3,8,1
2170,1,"40,72996","-73,99449",2023,34,2,15,1
2192,1,"40,72996","-73,99449",2023,30,4,13,1
2217,1,"40,72996","-73,99449",2023,35,1,9,1
2220,1,"40,72996","-73,99449",2023,35,1,9,1
2221,1,"40,72996","-73,99449",2023,35,1,9,1
2229,1,"40,72996","-73,99449",2023,19,5,8,1
2240,1,"40,72996","-73,99449",2023,43,5,10,1
2244,1,"40,72996","-73,99449",2023,43,5,10,1
2245,1,"40,72996","-73,99449",2023,43,5,10,1
2261,1,"40,72996","-73,99449",2023,21,3,18,1
2264,1,"40,72996","-73,99449",2023,21,3,18,1
2267,1,"40,72996","-73,99449",2023,21,3,18,1
2268,1,"40,77632","-73,96372",2023,41,6,20,1
2269,1,"40,77632","-73,96372",2023,41,6,20,1
2270,1,"40,77632","-73,96372",2023,41,6,20,1
2271,1,"40,77632","-73,96372",2023,41,6,20,1
2272,1,"40,77632","-73,96372",2023,41,6,20,1
2274,1,"40,77632","-73,96372",2023,51,4,17,1
2275,1,"40,77632","-73,96372",2023,51,4,17,1
2276,1,"40,77632","-73,96372",2023,51,4,17,1
2277,1,"40,77632","-73,96372",2023,51,4,17,1
2278,1,"40,77632","-73,96372",2023,51,4,17,1
2279,1,"40,77632","-73,96372",2023,51,4,17,1
2282,1,"40,77632","-73,96372",2023,27,5,13,1
2283,1,"40,77632","-73,96372",2023,27,5,13,1
2286,1,"40,77632","-73,96372",2023,27,5,13,1
2287,1,"40,77632","-73,96372",2023,27,5,13,1
2293,1,"40,77632","-73,96372",2023,28,0,15,1
2294,1,"40,77632","-73,96372",2023,28,0,15,1
2298,1,"40,77632","-73,96372",2023,28,0,15,1
2299,1,"40,77632","-73,96372",2023,28,0,15,1
2300,1,"40,77632","-73,96372",2023,28,0,15,1
2303,1,"40,77632","-73,96372",2023,39,0,20,1
2304,1,"40,77632","-73,96372",2023,39,0,20,1
2306,1,"40,77632","-73,96372",2023,39,0,20,1
2307,1,"40,77632","-73,96372",2023,39,0,20,1
2308,1,"40,77632","-73,96372",2023,39,0,20,1
2311,1,"40,77632","-73,96372",2023,50,2,19,1
2314,1,"40,77632","-73,96372",2023,50,2,19,1
2316,1,"40,77632","-73,96372",2023,50,2,19,1
2318,1,"40,77632","-73,96372",2023,44,0,18,1
2319,1,"40,77632","-73,96372",2023,44,0,18,1
2320,1,"40,77632","-73,96372",2023,44,0,18,1
2321,1,"40,77632","-73,96372",2023,44,0,18,1
2323,1,"40,77632","-73,96372",2023,44,0,18,1
2335,1,"40,72978","-73,99476999999999",2023,52,0,11,1
2338,1,"40,72978","-73,99476999999999",2023,52,0,11,1
2339,1,"40,72978","-73,99476999999999",2023,52,0,11,1
2340,1,"40,72978","-73,99476999999999",2023,52,0,11,1
2341,1,"40,72978","-73,99476999999999",2023,52,0,11,1
2349,1,"40,72978","-73,99476999999999",2023,45,6,20,1
2354,1,"40,72978","-73,99476999999999",2023,45,6,20,1
2355,1,"40,72978","-73,99476999999999",2023,45,6,20,1
2357,1,"40,72978","-73,99476999999999",2023,36,2,20,1
2358,1,"40,72978","-73,99476999999999",2023,36,2,20,1
2360,1,"40,72978","-73,99476999999999",2023,36,2,20,1
2361,1,"40,72978","-73,99476999999999",2023,36,2,20,1
2362,1,"40,72978","-73,99476999999999",2023,36,2,20,1
2364,1,"40,72978","-73,99476999999999",2023,52,5,8,1
2368,1,"40,72978","-73,99476999999999",2023,52,5,8,1
2370,1,"40,72978","-73,99476999999999",2023,52,5,8,1
2373,1,"40,72978","-73,99476999999999",2023,27,1,12,1
2376,1,"40,72978","-73,99476999999999",2023,27,1,12,1
2379,1,"40,72978","-73,99476999999999",2023,27,1,12,1
2380,1,"40,72978","-73,99476999999999",2023,52,5,9,1
2406,1,"40,72978","-73,99476999999999",2023,42,4,8,1
2417,1,"40,72898","-73,99629",2023,29,6,18,1
2429,1,"40,72898","-73,99629",2023,26,6,11,1
2430,1,"40,72898","-73,99629",2023,26,6,11,1
2432,1,"40,72898","-73,99629",2023,26,6,11,1
2433,1,"40,72898","-73,99629",2023,26,6,11,1
2434,1,"40,72898","-73,99629",2023,26,6,11,1
2451,1,"40,72898","-73,99629",2023,30,2,16,1
2452,1,"40,72898","-73,99629",2023,31,0,9,1
2454,1,"40,72898","-73,99629",2023,31,0,9,1
2456,1,"40,72898","-73,99629",2023,31,0,9,1
2457,1,"40,72898","-73,99629",2023,31,0,9,1
2459,1,"40,72898","-73,99629",2023,37,2,11,1
2464,1,"40,72898","-73,99629",2023,37,2,11,1
2478,1,"40,73206","-73,99763",2023,36,6,16,1
2486,1,"40,73206","-73,99763",2023,52,2,10,1
2490,1,"40,73206","-73,99763",2023,41,5,10,1
2494,1,"40,73206","-73,99763",2023,41,5,10,1
2495,1,"40,73206","-73,99763",2023,41,5,10,1
2496,1,"40,73206","-73,99763",2023,41,5,10,1
2497,1,"40,73206","-73,99763",2023,41,5,10,1
2499,1,"40,73206","-73,99763",2023,40,2,16,1
2500,1,"40,73206","-73,99763",2023,40,2,16,1
2502,1,"40,73206","-73,99763",2023,40,2,16,1
2503,1,"40,73206","-73,99763",2023,40,2,16,1
2505,1,"40,73206","-73,99763",2023,40,2,16,1
2509,1,"40,73206","-73,99763",2023,43,2,11,1
2515,1,"40,73206","-73,99763",2023,43,2,11,1
2519,1,"40,73206","-73,99763",2023,49,5,19,1
2522,1,"40,73206","-73,99763",2023,49,5,19,1
2524,1,"40,73206","-73,99763",2023,49,5,19,1
2525,1,"40,73206","-73,99763",2023,49,5,19,1
2528,1,"40,73206","-73,99763",2023,22,3,14,1
2533,1,"40,73206","-73,99763",2023,22,3,14,1
2543,1,"40,73206","-73,99763",2023,29,1,11,1
2544,1,"40,73206","-73,99763",2023,29,1,11,1
2546,1,"40,73206","-73,99763",2023,29,1,11,1
2548,1,"40,73206","-73,99763",2023,29,1,11,1
2549,1,"40,73206","-73,99763",2023,29,1,11,1
2552,1,"40,73206","-73,99763",2023,22,2,14,1
2554,1,"40,73206","-73,99763",2023,22,2,14,1
2555,1,"40,73206","-73,99763",2023,22,2,14,1
2557,1,"40,73206","-73,99763",2023,22,2,14,1
2571,1,"40,73206","-73,99763",2023,41,5,17,1
2572,1,"40,73206","-73,99763",2023,41,5,17,1
2576,1,"40,73206","-73,99763",2023,41,5,17,1
2578,1,"40,73206","-73,99763",2023,41,5,17,1
2590,1,"40,73206","-73,99763",2023,35,2,17,1
2595,1,"40,73206","-73,99763",2023,50,1,15,1
2596,1,"40,73206","-73,99763",2023,50,1,15,1
2598,1,"40,73206","-73,99763",2023,50,1,15,1
2600,1,"40,73206","-73,99763",2023,50,1,15,1
2606,1,"40,73206","-73,99763",2023,29,2,8,1
2612,1,"40,73206","-73,99763",2023,36,6,13,1
2613,1,"40,73206","-73,99763",2023,36,6,13,1
2616,1,"40,73206","-73,99763",2023,36,6,13,1
2618,1,"40,73206","-73,99763",2023,36,6,13,1
2619,1,"40,73206","-73,99763",2023,36,6,13,1
2621,1,"40,73206","-73,99763",2023,36,4,19,1
2622,1,"40,73206","-73,99763",2023,36,4,19,1
2624,1,"40,73206","-73,99763",2023,36,4,19,1
2625,1,"40,73206","-73,99763",2023,36,4,19,1
2655,1,"40,73206","-73,99763",2023,50,1,19,1
2658,1,"40,73206","-73,99763",2023,50,1,19,1
2659,1,"40,73206","-73,99763",2023,50,1,19,1
2660,1,"40,73206","-73,99763",2023,50,1,19,1
2664,1,"40,72951","-73,99388",2023,25,1,14,1
2665,1,"40,72951","-73,99388",2023,25,1,14,1
2668,1,"40,72951","-73,99388",2023,25,1,14,1
2669,1,"40,72951","-73,99388",2023,25,1,14,1
2670,1,"40,72951","-73,99388",2023,25,1,14,1
2672,1,"40,72951","-73,99388",2023,20,1,9,1
2674,1,"40,72951","-73,99388",2023,20,1,9,1
2675,1,"40,72951","-73,99388",2023,20,1,9,1
2676,1,"40,72951","-73,99388",2023,20,1,9,1
2678,1,"40,72951","-73,99388",2023,24,6,15,1
2680,1,"40,72951","-73,99388",2023,24,6,15,1
2682,1,"40,72951","-73,99388",2023,24,6,15,1
2686,1,"40,72951","-73,99388",2023,35,3,13,1
2687,1,"40,72951","-73,99388",2023,35,3,13,1
2690,1,"40,72951","-73,99388",2023,35,3,13,1
2692,1,"40,72951","-73,99388",2023,35,3,13,1
2693,1,"40,72951","-73,99388",2023,35,3,13,1
2694,1,"40,72951","-73,99388",2023,26,5,19,1
2695,1,"40,72951","-73,99388",2023,26,5,19,1
2696,1,"40,72951","-73,99388",2023,26,5,19,1
2697,1,"40,72951","-73,99388",2023,26,5,19,1
2698,1,"40,72951","-73,99388",2023,26,5,19,1
2699,1,"40,72951","-73,99388",2023,26,5,19,1
2702,1,"40,72951","-73,99388",2023,32,4,14,1
2706,1,"40,72951","-73,99388",2023,32,4,14,1
2709,1,"40,72951","-73,99388",2023,32,4,14,1
2711,1,"40,72951","-73,99388",2023,32,4,11,1
2713,1,"40,72951","-73,99388",2023,32,4,11,1
2716,1,"40,72951","-73,99388",2023,32,4,11,1
2719,1,"40,72951","-73,99388",2023,32,4,11,1
2722,1,"40,72951","-73,99388",2023,16,0,19,1
2723,1,"40,72951","-73,99388",2023,16,0,19,1
2726,1,"40,72951","-73,99388",2023,16,0,19,1
2727,1,"40,72951","-73,99388",2023,16,0,19,1
2728,1,"40,72951","-73,99388",2023,16,0,19,1
2730,1,"40,72951","-73,99388",2023,25,1,19,1
2740,1,"40,72951","-73,99388",2023,37,5,10,1
2741,1,"40,72951","-73,99388",2023,37,5,10,1
2742,1,"40,72951","-73,99388",2023,37,5,10,1
2743,1,"40,72951","-73,99388",2023,37,5,10,1
2744,1,"40,72951","-73,99388",2023,37,5,10,1
2745,1,"40,72951","-73,99388",2023,37,5,10,1
2747,1,"40,72951","-73,99388",2023,19,5,13,1
2750,1,"40,72951","-73,99388",2023,19,5,13,1
2751,1,"40,72951","-73,99388",2023,19,5,13,1
2753,1,"40,72951","-73,99388",2023,19,5,13,1
2756,1,"40,72951","-73,99388",2023,25,2,18,1
2760,1,"40,72951","-73,99388",2023,25,2,18,1
2763,1,"40,72951","-73,99388",2023,25,2,18,1
2767,1,"40,72951","-73,99388",2023,31,4,20,1
2772,1,"40,72951","-73,99388",2023,31,4,20,1
2774,1,"40,72951","-73,99388",2023,31,4,20,1
2777,1,"40,72951","-73,99388",2023,34,2,15,1
2778,1,"40,72951","-73,99388",2023,34,2,15,1
2780,1,"40,72951","-73,99388",2023,34,2,15,1
2782,1,"40,72951","-73,99388",2023,34,2,15,1
2783,1,"40,72951","-73,99388",2023,34,2,15,1
2786,1,"40,72951","-73,99388",2023,22,4,14,1
2792,1,"40,73033","-73,9956",2023,47,6,15,1
2814,1,"40,73033","-73,9956",2023,50,0,15,1
2818,1,"40,73033","-73,9956",2023,50,0,15,1
2819,1,"40,73033","-73,9956",2023,50,0,15,1
2821,1,"40,73033","-73,9956",2023,50,0,15,1
2823,1,"40,73033","-73,9956",2023,24,6,8,1
2824,1,"40,73033","-73,9956",2023,24,6,8,1
2826,1,"40,73033","-73,9956",2023,24,6,8,1
2827,1,"40,73033","-73,9956",2023,24,6,8,1
2838,1,"40,73033","-73,9956",2023,51,2,15,1
2839,1,"40,73033","-73,9956",2023,51,2,15,1
2842,1,"40,73033","-73,9956",2023,51,2,15,1
2844,1,"40,73033","-73,9956",2023,51,2,15,1
2845,1,"40,73033","-73,9956",2023,51,2,15,1
2846,1,"40,73033","-73,9956",2023,50,2,8,1
2847,1,"40,73033","-73,9956",2023,50,2,8,1
2848,1,"40,73033","-73,9956",2023,50,2,8,1
2849,1,"40,73033","-73,9956",2023,50,2,8,1
2850,1,"40,73033","-73,9956",2023,50,2,8,1
2851,1,"40,73033","-73,9956",2023,50,2,8,1
2854,1,"40,73033","-73,9956",2023,39,4,15,1
2855,1,"40,73033","-73,9956",2023,39,4,15,1
2858,1,"40,73033","-73,9956",2023,39,4,15,1
2859,1,"40,73033","-73,9956",2023,39,4,15,1
2875,1,"40,73033","-73,9956",2023,47,2,16,1
2878,1,"40,73033","-73,9956",2023,47,2,16,1
2881,1,"40,73033","-73,9956",2023,47,2,16,1
2896,1,"40,73108","-73,99556",2023,50,0,18,1
2911,1,"40,73108","-73,99556",2023,34,3,13,1
2919,1,"40,73108","-73,99556",2023,22,5,15,1
2924,1,"40,73108","-73,99556",2023,22,5,15,1
2926,1,"40,73108","-73,99556",2023,22,5,15,1
2927,1,"40,73108","-73,99556",2023,22,5,15,1
2939,1,"40,73108","-73,99556",2023,24,2,13,1
2944,1,"40,73108","-73,99556",2023,24,2,13,1
2945,1,"40,73108","-73,99556",2023,24,2,13,1
2947,1,"40,73108","-73,99556",2023,24,2,13,1
2954,1,"40,73108","-73,99556",2023,39,4,10,1
2959,1,"40,73108","-73,99556",2023,43,3,8,1
2965,1,"40,73108","-73,99556",2023,43,3,8,1
2968,1,"40,73108","-73,99556",2023,47,6,20,1
2969,1,"40,73108","-73,99556",2023,47,6,20,1
2970,1,"40,73108","-73,99556",2023,47,6,20,1
2971,1,"40,73108","-73,99556",2023,47,6,20,1
2973,1,"40,73108","-73,99556",2023,47,6,20,1
2974,1,"40,73108","-73,99556",2023,52,5,8,1
2990,1,"40,73108","-73,99556",2023,32,4,10,1
2995,1,"40,73108","-73,99556",2023,48,6,16,1
2996,1,"40,73108","-73,99556",2023,48,6,16,1
2998,1,"40,73108","-73,99556",2023,48,6,16,1
3001,1,"40,73108","-73,99556",2023,48,6,16,1
3006,1,"40,73108","-73,99556",2023,17,2,17,1
3015,1,"40,73108","-73,99556",2023,48,1,9,1
3016,1,"40,73108","-73,99556",2023,48,1,9,1
3018,1,"40,73108","-73,99556",2023,48,1,9,1
3019,1,"40,73108","-73,99556",2023,48,1,9,1
3020,1,"40,73108","-73,99556",2023,48,1,9,1
3023,1,"40,73108","-73,99556",2023,34,1,14,1
3026,1,"40,73108","-73,99556",2023,34,1,14,1
3028,1,"40,73108","-73,99556",2023,34,1,14,1
3029,1,"40,73108","-73,99556",2023,34,1,14,1
3037,1,"40,73108","-73,99556",2023,33,4,18,1
3039,1,"40,73108","-73,99556",2023,33,4,18,1
3041,1,"40,73108","-73,99556",2023,43,3,20,1
3044,1,"40,73108","-73,99556",2023,43,3,20,1
3046,1,"40,73108","-73,99556",2023,43,3,20,1
3049,1,"40,73108","-73,99556",2023,33,4,17,1
3052,1,"40,73108","-73,99556",2023,33,4,17,1
3054,1,"40,73108","-73,99556",2023,33,4,17,1
3055,1,"40,73108","-73,99556",2023,33,4,17,1
3064,1,"40,73108","-73,99556",2023,28,0,18,1
3068,1,"40,73108","-73,99556",2023,28,0,18,1
3071,1,"40,73108","-73,99556",2023,28,0,18,1
3081,1,"40,73108","-73,99556",2023,36,5,8,1
3086,1,"40,73108","-73,99556",2023,36,5,8,1
3088,1,"40,73108","-73,99556",2023,36,5,8,1
3092,1,"40,73108","-73,99556",2023,42,1,13,1
3093,1,"40,73108","-73,99556",2023,42,1,13,1
3098,1,"40,73108","-73,99556",2023,42,1,13,1
3101,1,"40,73108","-73,99556",2023,32,3,17,1
3103,1,"40,73108","-73,99556",2023,32,3,17,1
3106,1,"40,73108","-73,99556",2023,32,3,17,1
3107,1,"40,73108","-73,99556",2023,32,3,17,1
3109,1,"40,73108","-73,99556",2023,32,3,17,1
3126,1,"40,73108","-73,99556",2023,20,6,19,1
3142,1,"40,73108","-73,99556",2023,46,3,17,1
3143,1,"40,73108","-73,99556",2023,46,3,17,1
3146,1,"40,73108","-73,99556",2023,46,3,17,1
3148,1,"40,73108","-73,99556",2023,46,3,17,1
3161,1,"40,73108","-73,99556",2023,27,6,8,1
3169,1,"40,73108","-73,99556",2023,48,1,15,1
3171,1,"40,73108","-73,99556",2023,48,1,15,1
3178,1,"40,73108","-73,99556",2023,36,5,14,1
3184,1,"40,73108","-73,99556",2023,39,1,14,1
3185,1,"40,73108","-73,99556",2023,39,1,14,1
3188,1,"40,73108","-73,99556",2023,39,1,14,1
3191,1,"40,73108","-73,99556",2023,39,1,14,1
3201,1,"40,73108","-73,99556",2023,20,3,14,1
3206,1,"40,73108","-73,99556",2023,20,3,14,1
3207,1,"40,73108","-73,99556",2023,20,3,14,1
3212,1,"40,73108","-73,99556",2023,19,2,18,1
3216,1,"40,73108","-73,99556",2023,19,2,18,1
3217,1,"40,73108","-73,99556",2023,19,2,18,1
3226,1,"40,73108","-73,99556",2023,32,2,12,1
3232,1,"40,75522","-73,98013",2023,19,2,12,1
3233,1,"40,75522","-73,98013",2023,19,2,12,1
3236,1,"40,75522","-73,98013",2023,19,2,12,1
3237,1,"40,75522","-73,98013",2023,19,2,12,1
3239,1,"40,75522","-73,98013",2023,19,2,12,1
3241,1,"40,75522","-73,98013",2023,19,2,14,1
3242,1,"40,75522","-73,98013",2023,19,2,14,1
3244,1,"40,75522","-73,98013",2023,19,2,14,1
3245,1,"40,75522","-73,98013",2023,19,2,14,1
3246,1,"40,75522","-73,98013",2023,19,2,14,1
3247,1,"40,75522","-73,98013",2023,19,2,14,1
3248,1,"40,72978","-73,99791",2023,44,2,8,1
3252,1,"40,72978","-73,99791",2023,51,1,9,1
3254,1,"40,72978","-73,99791",2023,51,1,9,1
3255,1,"40,72978","-73,99791",2023,51,1,9,1
3256,1,"40,72978","-73,99791",2023,51,1,9,1
3276,1,"40,72978","-73,99791",2023,26,4,15,1
3297,1,"40,72978","-73,99791",2023,24,1,8,1
3300,1,"40,72978","-73,99791",2023,24,1,8,1
3302,1,"40,72978","-73,99791",2023,24,1,8,1
3314,1,"40,72978","-73,99791",2023,32,3,17,1
3318,1,"40,72978","-73,99791",2023,32,3,17,1
3320,1,"40,72978","-73,99791",2023,32,3,17,1
3325,1,"40,72978","-73,99791",2023,28,1,9,1
3330,1,"40,72978","-73,99791",2023,28,1,9,1
3332,1,"40,72978","-73,99791",2023,28,1,9,1
3342,1,"40,72978","-73,99791",2023,31,3,18,1
3346,1,"40,72978","-73,99791",2023,42,3,9,1
3347,1,"40,72978","-73,99791",2023,42,3,9,1
3348,1,"40,72978","-73,99791",2023,42,3,9,1
3350,1,"40,72978","-73,99791",2023,42,3,9,1
3351,1,"40,72978","-73,99791",2023,42,3,9,1
3353,1,"40,73055","-73,99949000000001",2023,31,5,15,1
3354,1,"40,73055","-73,99949000000001",2023,31,5,15,1
3356,1,"40,73055","-73,99949000000001",2023,31,5,15,1
3357,1,"40,73055","-73,99949000000001",2023,31,5,15,1
3358,1,"40,73055","-73,99949000000001",2023,31,5,15,1
3362,1,"40,73055","-73,99949000000001",2023,38,1,10,1
3363,1,"40,73055","-73,99949000000001",2023,38,1,10,1
3366,1,"40,73055","-73,99949000000001",2023,38,1,10,1
3368,1,"40,73055","-73,99949000000001",2023,38,1,10,1
3371,1,"40,73055","-73,99949000000001",2023,31,5,12,1
3374,1,"40,73055","-73,99949000000001",2023,31,5,12,1
3375,1,"40,73055","-73,99949000000001",2023,31,5,12,1
3381,1,"40,73055","-73,99949000000001",2023,22,3,13,1
3386,1,"40,73055","-73,99949000000001",2023,22,3,13,1
3387,1,"40,73055","-73,99949000000001",2023,22,3,13,1
3389,1,"40,73055","-73,99949000000001",2023,22,3,13,1
3392,1,"40,73055","-73,99949000000001",2023,26,3,9,1
3396,1,"40,73055","-73,99949000000001",2023,26,3,9,1
3398,1,"40,73055","-73,99949000000001",2023,26,3,9,1
3406,1,"40,73055","-73,99949000000001",2023,19,1,14,1
3410,1,"40,77991","-73,96006",2023,32,6,17,1
3412,1,"40,77991","-73,96006",2023,32,6,17,1
3415,1,"40,77991","-73,96006",2023,32,6,17,1
3417,1,"40,77991","-73,96006",2023,33,3,9,1
3418,1,"40,77991","-73,96006",2023,33,3,9,1
3420,1,"40,77991","-73,96006",2023,33,3,9,1
3423,1,"40,77991","-73,96006",2023,33,3,9,1
3424,1,"40,727920000000005","-73,99176",2023,25,3,9,1
3425,1,"40,727920000000005","-73,99176",2023,25,3,9,1
3426,1,"40,727920000000005","-73,99176",2023,25,3,9,1
3428,1,"40,727920000000005","-73,99176",2023,25,3,9,1
3429,1,"40,727920000000005","-73,99176",2023,25,3,9,1
3431,1,"40,727920000000005","-73,99176",2023,25,3,8,1
3432,1,"40,727920000000005","-73,99176",2023,25,3,8,1
3434,1,"40,727920000000005","-73,99176",2023,25,3,8,1
3435,1,"40,727920000000005","-73,99176",2023,25,3,8,1
3436,1,"40,727920000000005","-73,99176",2023,25,3,8,1
3440,1,"40,727920000000005","-73,99176",2023,46,4,14,1
3441,1,"40,727920000000005","-73,99176",2023,46,4,14,1
3444,1,"40,727920000000005","-73,99176",2023,46,4,14,1
3446,1,"40,727920000000005","-73,99176",2023,46,4,14,1
3447,1,"40,727920000000005","-73,99176",2023,46,4,14,1
3450,1,"40,727920000000005","-73,99176",2023,35,2,18,1
3451,1,"40,727920000000005","-73,99176",2023,35,2,18,1
3454,1,"40,727920000000005","-73,99176",2023,35,2,18,1
3455,1,"40,727920000000005","-73,99176",2023,35,2,18,1
3456,1,"40,727920000000005","-73,99176",2023,35,2,18,1
3457,1,"40,727920000000005","-73,99176",2023,35,2,18,1
3459,1,"40,727920000000005","-73,99176",2023,21,0,8,1
3460,1,"40,727920000000005","-73,99176",2023,21,0,8,1
3462,1,"40,727920000000005","-73,99176",2023,21,0,8,1
3463,1,"40,727920000000005","-73,99176",2023,21,0,8,1
3464,1,"40,727920000000005","-73,99176",2023,21,0,8,1
3465,1,"40,727920000000005","-73,99176",2023,21,0,8,1
3466,1,"40,727920000000005","-73,99176",2023,21,4,12,1
3467,1,"40,727920000000005","-73,99176",2023,21,4,12,1
3468,1,"40,727920000000005","-73,99176",2023,21,4,12,1
3469,1,"40,727920000000005","-73,99176",2023,21,4,12,1
3470,1,"40,727920000000005","-73,99176",2023,21,4,12,1
3473,1,"40,727920000000005","-73,99176",2023,23,3,9,1
3474,1,"40,727920000000005","-73,99176",2023,23,3,9,1
3476,1,"40,727920000000005","-73,99176",2023,23,3,9,1
3479,1,"40,727920000000005","-73,99176",2023,23,3,9,1
3492,1,"40,727920000000005","-73,99176",2023,48,4,14,1
3496,1,"40,727920000000005","-73,99176",2023,48,4,14,1
3497,1,"40,727920000000005","-73,99176",2023,48,4,14,1
3504,1,"40,727920000000005","-73,99176",2023,28,4,19,1
3509,1,"40,727920000000005","-73,99176",2023,42,0,10,1
3510,1,"40,727920000000005","-73,99176",2023,42,0,10,1
3512,1,"40,727920000000005","-73,99176",2023,42,0,10,1
3513,1,"40,727920000000005","-73,99176",2023,42,0,10,1
3514,1,"40,727920000000005","-73,99176",2023,42,0,10,1
3535,1,"40,72981","-73,99586",2023,23,1,18,1
3539,1,"40,72981","-73,99586",2023,23,1,18,1
3544,1,"40,72981","-73,99586",2023,18,6,14,1
3557,1,"40,72981","-73,99586",2023,17,1,16,1
3560,1,"40,72981","-73,99586",2023,17,1,16,1
3563,1,"40,72981","-73,99586",2023,17,1,16,1
3568,1,"40,72981","-73,99586",2023,48,6,11,1
3570,1,"40,72981","-73,99586",2023,48,6,11,1
3573,1,"40,72981","-73,99586",2023,48,6,11,1
3588,1,"40,72915","-73,995",2023,39,2,11,1
3589,1,"40,72915","-73,995",2023,39,2,11,1
3592,1,"40,72915","-73,995",2023,39,2,11,1
3595,1,"40,72915","-73,995",2023,39,2,11,1
3602,1,"40,72915","-73,995",2023,40,1,10,1
3606,1,"40,72915","-73,995",2023,40,1,10,1
